Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Urad,2012,Whole Year,Kerala,265,0,2187.6,39962,82.15,0
Wheat,2012,Whole Year,Kerala,1,0,2187.6,150.8,0.31,0
Arecanut,2012,Whole Year,Meghalaya,16062,23331,2945.3,2422149.6,4979.22,1.262857143
Arhar/Tur,2012,Kharif,Meghalaya,1136,1390,2945.3,171308.8,352.16,1.003333333
Banana,2012,Kharif,Meghalaya,6992,84613,2945.3,1054393.6,2167.52,10.55571429
Black pepper,2012,Whole Year,Meghalaya,950,665,2945.3,143260,294.5,0.697142857
Cashewnut,2012,Whole Year,Meghalaya,9047,16764,2945.3,1364287.6,2804.57,1.53
Castor seed,2012,Kharif,Meghalaya,60,45,2945.3,9048,18.6,0.926666667
Cotton(lint),2012,Kharif,Meghalaya,7250,8359,2945.3,1093300,2247.5,1.126666667
Dry chillies,2012,Whole Year,Meghalaya,2033,1659,2945.3,306576.4,630.23,1.092857143
Ginger,2012,Kharif,Meghalaya,9587,60149,2945.3,1445719.6,2971.97,7.545714286
Gram,2012,Rabi,Meghalaya,1800,1755,2945.3,271440,558,0.976666667
Jute,2012,Kharif,Meghalaya,6380,63800,2945.3,962104,1977.8,8.833333333
Linseed,2012,Rabi,Meghalaya,88,46,2945.3,13270.4,27.28,0.52
Maize,2012,Whole Year,Meghalaya,18015,38732,2945.3,2716662,5584.65,2.2
Mesta,2012,Kharif,Meghalaya,4435,25871,2945.3,668798,1374.85,6.01
Peas & beans (Pulses),2012,Rabi,Meghalaya,2190,4064,2945.3,330252,678.9,1.868571429
Potato,2012,Whole Year,Meghalaya,18139,172955,2945.3,2735361.2,5623.09,7.585714286
Rapeseed &Mustard,2012,Rabi,Meghalaya,9750,9116,2945.3,1470300,3022.5,0.862857143
Rice,2012,Autumn,Meghalaya,33000,66000,2945.3,4976400,10230,2.232857143
Rice,2012,Rabi,Meghalaya,13267,56786,2945.3,2000663.6,4112.77,2.13
Rice,2012,Winter,Meghalaya,63484,142867,2945.3,9573387.2,19680.04,2.118571429
Sesamum,2012,Kharif,Meghalaya,2200,1859,2945.3,331760,682,0.931666667
Small millets,2012,Rabi,Meghalaya,2805,2430,2945.3,422994,869.55,1.041428571
Soyabean,2012,Kharif,Meghalaya,1589,2912,2945.3,239621.2,492.59,1.94
Sugarcane,2012,Whole Year,Meghalaya,95,280,2945.3,14326,29.45,2.72
Sweet potato,2012,Kharif,Meghalaya,4438,15063,2945.3,669250.4,1375.78,3.745714286
Tapioca,2012,Kharif,Meghalaya,4983,29749,2945.3,751436.4,1544.73,6.795714286
Tobacco,2012,Rabi,Meghalaya,775,717,2945.3,116870,240.25,1.0175
Turmeric,2012,Whole Year,Meghalaya,2208,12831,2945.3,332966.4,684.48,5.747142857
Wheat,2012,Rabi,Meghalaya,406,742,2945.3,61224.8,125.86,1.356666667
Arecanut,2013,Kharif,Andhra Pradesh,476,255,1062.3,68777.24,128.52,1.705
Arhar/Tur,2013,Kharif,Andhra Pradesh,182826,102954,1062.3,26416528.74,49363.02,0.696923077
Arhar/Tur,2013,Rabi,Andhra Pradesh,1298,1003,1062.3,187548.02,350.46,0.736
Bajra,2013,Kharif,Andhra Pradesh,46930,77599,1062.3,6780915.7,12671.1,1.621818182
Bajra,2013,Rabi,Andhra Pradesh,2297,4256,1062.3,331893.53,620.19,1.78
Banana,2013,Whole Year,Andhra Pradesh,60626,1888161,1062.3,8759850.74,16369.02,31.62769231
Black pepper,2013,Kharif,Andhra Pradesh,4,3,1062.3,577.96,1.08,0.75
Cashewnut,2013,Kharif,Andhra Pradesh,120012,37820,1062.3,17340533.88,32403.24,0.3225
Castor seed,2013,Kharif,Andhra Pradesh,47592,24827,1062.3,6876568.08,12849.84,0.737777778
Castor seed,2013,Rabi,Andhra Pradesh,1291,956,1062.3,186536.59,348.57,0.74
Coconut,2013,Whole Year,Andhra Pradesh,99066,1610007000,1062.3,14314046.34,26747.82,13712.57308
Coriander,2013,Kharif,Andhra Pradesh,517,333,1062.3,74701.33,139.59,0.62
Coriander,2013,Rabi,Andhra Pradesh,7934,4685,1062.3,1146383.66,2142.18,0.668
Cotton(lint),2013,Kharif,Andhra Pradesh,671459,2175683,1062.3,97019110.91,181293.93,2.623846154
Cotton(lint),2013,Rabi,Andhra Pradesh,5155,12281,1062.3,744845.95,1391.85,2.531666667
Cowpea(Lobia),2013,Kharif,Andhra Pradesh,3720,1617,1062.3,537502.8,1004.4,0.45625
Cowpea(Lobia),2013,Rabi,Andhra Pradesh,8403,7244,1062.3,1214149.47,2268.81,0.787777778
Dry chillies,2013,Kharif,Andhra Pradesh,112924,521588,1062.3,16316388.76,30489.48,4.287272727
Dry chillies,2013,Rabi,Andhra Pradesh,18392,80405,1062.3,2657460.08,4965.84,3.246153846
Ginger,2013,Kharif,Andhra Pradesh,358,1369,1062.3,51727.42,96.66,5.35
Gram,2013,Rabi,Andhra Pradesh,472380,648031,1062.3,68254186.2,127542.6,1.639090909
Groundnut,2013,Kharif,Andhra Pradesh,1085991,680825,1062.3,156914839.6,293217.57,1.493076923
Groundnut,2013,Rabi,Andhra Pradesh,90386,200486,1062.3,13059873.14,24404.22,2.412307692
Horse-gram,2013,Kharif,Andhra Pradesh,8768,5120,1062.3,1266888.32,2367.36,0.58125
Horse-gram,2013,Rabi,Andhra Pradesh,19438,9743,1062.3,2808596.62,5248.26,0.4925
Jowar,2013,Kharif,Andhra Pradesh,32732,57193,1062.3,4729446.68,8837.64,1.718461538
Jowar,2013,Rabi,Andhra Pradesh,85513,208482,1062.3,12355773.37,23088.51,3.579090909
Linseed,2013,Kharif,Andhra Pradesh,473,228,1062.3,68343.77,127.71,0.455
Maize,2013,Kharif,Andhra Pradesh,109846,407657,1062.3,15871648.54,29658.42,3.460769231
Maize,2013,Rabi,Andhra Pradesh,242269,1805828,1062.3,35005447.81,65412.63,7.458461538
Mesta,2013,Kharif,Andhra Pradesh,9112,83557,1062.3,1316592.88,2460.24,9.203333333
Mesta,2013,Rabi,Andhra Pradesh,52,472,1062.3,7513.48,14.04,9.08
Moong(Green Gram),2013,Kharif,Andhra Pradesh,17490,8956,1062.3,2527130.1,4722.3,0.627692308
Moong(Green Gram),2013,Rabi,Andhra Pradesh,116216,72653,1062.3,16792049.84,31378.32,0.670769231
Niger seed,2013,Kharif,Andhra Pradesh,21,11,1062.3,3034.29,5.67,0.52
Niger seed,2013,Rabi,Andhra Pradesh,8789,4483,1062.3,1269922.61,2373.03,0.47
Onion,2013,Kharif,Andhra Pradesh,20959,394680,1062.3,3028365.91,5658.93,18.40181818
Onion,2013,Rabi,Andhra Pradesh,5326,117905,1062.3,769553.74,1438.02,19.63545455
Other Kharif pulses,2013,Kharif,Andhra Pradesh,3488,2369,1062.3,503981.12,941.76,0.5025
Potato,2013,Kharif,Andhra Pradesh,385,6710,1062.3,55628.65,103.95,16.03
Potato,2013,Rabi,Andhra Pradesh,1073,18530,1062.3,155037.77,289.71,15.024
Ragi,2013,Kharif,Andhra Pradesh,37021,36385,1062.3,5349164.29,9995.67,1.005454545
Ragi,2013,Rabi,Andhra Pradesh,4538,7056,1062.3,655695.62,1225.26,1.534444444
Rapeseed &Mustard,2013,Rabi,Andhra Pradesh,3295,2121,1062.3,476094.55,889.65,0.57
Rice,2013,Kharif,Andhra Pradesh,1705555,4356822,1062.3,246435642,460499.85,2.715384615
Rice,2013,Rabi,Andhra Pradesh,877885,3636603,1062.3,126845603.7,237028.95,3.408461538
Safflower,2013,Rabi,Andhra Pradesh,215,120,1062.3,31065.35,58.05,0.63
Sannhamp,2013,Whole Year,Andhra Pradesh,4734,0,1062.3,684015.66,1278.18,0
Sesamum,2013,Kharif,Andhra Pradesh,28045,12589,1062.3,4052222.05,7572.15,0.409166667
Sesamum,2013,Rabi,Andhra Pradesh,33088,8625,1062.3,4780885.12,8933.76,0.245833333
Small millets,2013,Kharif,Andhra Pradesh,26620,19547,1062.3,3846323.8,7187.4,0.828888889
Small millets,2013,Rabi,Andhra Pradesh,878,934,1062.3,126862.22,237.06,0.9625
Soyabean,2013,Kharif,Andhra Pradesh,3025,4872,1062.3,437082.25,816.75,1.62
Soyabean,2013,Rabi,Andhra Pradesh,80,129,1062.3,11559.2,21.6,1.626666667
Sugarcane,2013,Whole Year,Andhra Pradesh,152847,12008047,1062.3,22084863.03,41268.69,84.42615385
Sunflower,2013,Kharif,Andhra Pradesh,17828,14053,1062.3,2575967.72,4813.56,0.764285714
Sunflower,2013,Rabi,Andhra Pradesh,62122,53925,1062.3,8976007.78,16772.94,0.989230769
Sweet potato,2013,Kharif,Andhra Pradesh,170,1660,1062.3,24563.3,45.9,9.261666667
Sweet potato,2013,Rabi,Andhra Pradesh,616,6049,1062.3,89005.84,166.32,9.127777778
Tapioca,2013,Kharif,Andhra Pradesh,10588,194968,1062.3,1529860.12,2858.76,18.4125
Tapioca,2013,Rabi,Andhra Pradesh,20,368,1062.3,2889.8,5.4,18.4
Tobacco,2013,Kharif,Andhra Pradesh,22309,164772,1062.3,3223427.41,6023.43,6.22
Tobacco,2013,Rabi,Andhra Pradesh,138546,263122,1062.3,20018511.54,37407.42,4.162666667
Urad,2013,Kharif,Andhra Pradesh,14508,9901,1062.3,2096260.92,3917.16,0.724615385
Urad,2013,Rabi,Andhra Pradesh,250265,196803,1062.3,36160789.85,67571.55,0.759230769
Wheat,2013,Rabi,Andhra Pradesh,348,249,1062.3,50282.52,93.96,0.68
other oilseeds,2013,Kharif,Andhra Pradesh,106548,1263934,1062.3,15395120.52,28767.96,11.70230769
Arecanut,2013,Rabi,Assam,68038,56999,1797.7,9830810.62,18370.26,0.80037037
Arhar/Tur,2013,Kharif,Assam,6130,5642,1797.7,885723.7,1655.1,0.921851852
Banana,2013,Whole Year,Assam,50806,857720,1797.7,7340958.94,13717.62,16.40037037
Black pepper,2013,Whole Year,Assam,3520,6083,1797.7,508604.8,950.4,1.721851852
Castor seed,2013,Kharif,Assam,877,447,1797.7,126717.73,236.79,0.623913043
Coconut,2013,Whole Year,Assam,21141,146808000,1797.7,3054663.09,5708.07,6475.464074
Cotton(lint),2013,Kharif,Assam,1140,537,1797.7,164718.6,307.8,0.469166667
Dry chillies,2013,Whole Year,Assam,18915,16476,1797.7,2733028.35,5107.05,0.773333333
Ginger,2013,Whole Year,Assam,15683,122307,1797.7,2266036.67,4234.41,7.903333333
Gram,2013,Rabi,Assam,2053,1432,1797.7,296637.97,554.31,0.6212
Jute,2013,Kharif,Assam,69822,717261,1797.7,10088580.78,18851.94,9.991111111
Linseed,2013,Rabi,Assam,5986,3854,1797.7,864917.14,1616.22,0.631304348
Maize,2013,Kharif,Assam,24068,76998,1797.7,3477585.32,6498.36,3.53037037
Masoor,2013,Rabi,Assam,29993,22364,1797.7,4333688.57,8098.11,0.6948
Mesta,2013,Kharif,Assam,4444,29293,1797.7,642113.56,1199.88,5.858148148
Moong(Green Gram),2013,Rabi,Assam,12184,7807,1797.7,1760466.16,3289.68,0.621851852
Niger seed,2013,Kharif,Assam,7273,4493,1797.7,1050875.77,1963.71,0.587391304
Onion,2013,Whole Year,Assam,7436,28812,1797.7,1074427.64,2007.72,3.347037037
Peas & beans (Pulses),2013,Rabi,Assam,31246,26509,1797.7,4514734.54,8436.42,0.819259259
Potato,2013,Whole Year,Assam,97956,700144,1797.7,14153662.44,26448.12,7.258148148
Rapeseed &Mustard,2013,Rabi,Assam,279186,168977,1797.7,40339585.14,75380.22,0.576296296
Rice,2013,Autumn,Assam,223332,294440,1797.7,32269240.68,60299.64,1.386296296
Rice,2013,Summer,Assam,399132,1189858,1797.7,57670582.68,107765.64,2.655925926
Rice,2013,Winter,Assam,1880737,3709081,1797.7,271747689.1,507798.99,1.982592593
Sesamum,2013,Kharif,Assam,11703,8571,1797.7,1690966.47,3159.81,0.677777778
Small millets,2013,Kharif,Assam,5444,3337,1797.7,786603.56,1469.88,0.6456
Sugarcane,2013,Whole Year,Assam,29083,1075171,1797.7,4202202.67,7852.41,36.24925926
Sweet potato,2013,Whole Year,Assam,6046,30513,1797.7,873586.54,1632.42,5.091481481
Tapioca,2013,Whole Year,Assam,3128,27642,1797.7,451964.72,844.56,8.4792
Tobacco,2013,Whole Year,Assam,259,139,1797.7,37422.91,69.93,0.6295
Turmeric,2013,Whole Year,Assam,16309,15782,1797.7,2356487.41,4403.43,0.950740741
Urad,2013,Rabi,Assam,54001,31319,1797.7,7802604.49,14580.27,0.575925926
Wheat,2013,Rabi,Assam,31294,40444,1797.7,4521670.06,8449.38,1.232
Arecanut,2013,Whole Year,Goa,1740,2895,3642.6,251412.6,469.8,1.64
Banana,2013,Whole Year,Goa,2324,26308,3642.6,335794.76,627.48,11.315
Black pepper,2013,Whole Year,Goa,737,234,3642.6,106489.13,198.99,0.315
Cashewnut,2013,Whole Year,Goa,55936,24332,3642.6,8082192.64,15102.72,0.425
Coconut,2013,Whole Year,Goa,25750,128100000,3642.6,3720617.5,6952.5,4972.855
Groundnut,2013,Kharif,Goa,394,951,3642.6,56929.06,106.38,2.41
Groundnut,2013,Rabi,Goa,2197,5639,3642.6,317444.53,593.19,2.285
Other  Rabi pulses,2013,Rabi,Goa,7928,8787,3642.6,1145516.72,2140.56,1.115
Other Kharif pulses,2013,Kharif,Goa,172,139,3642.6,24852.28,46.44,0.73
Ragi,2013,Kharif,Goa,18,14,3642.6,2600.82,4.86,1.015
Rice,2013,Kharif,Goa,28330,80114,3642.6,4093401.7,7649.1,2.82
Rice,2013,Rabi,Goa,14490,46397,3642.6,2093660.1,3912.3,3.205
Sugarcane,2013,Whole Year,Goa,872,47669,3642.6,125995.28,235.44,48.06
Arecanut,2013,Whole Year,Karnataka,218007,2428335,1235.6,31499831.43,58861.89,10.93
Arhar/Tur,2013,Kharif,Karnataka,823748,756566,1235.6,119023348.5,222411.96,0.672592593
Bajra,2013,Kharif,Karnataka,280471,330923,1235.6,40525254.79,75727.17,1.097727273
Black pepper,2013,Whole Year,Karnataka,27958,69460,1235.6,4039651.42,7548.66,2.561176471
Cardamom,2013,Whole Year,Karnataka,18672,1516,1235.6,2697917.28,5041.44,0.1
Cashewnut,2013,Whole Year,Karnataka,63757,56853,1235.6,9212248.93,17214.39,0.883636364
Castor seed,2013,Kharif,Karnataka,12184,10900,1235.6,1760466.16,3289.68,0.906956522
Coconut,2013,Whole Year,Karnataka,430774,3417792000,1235.6,62242535.26,116308.98,8039.727
Coriander,2013,Whole Year,Karnataka,2648,822,1235.6,382609.52,714.96,0.319473684
Cotton(lint),2013,Kharif,Karnataka,584977,1731624,1235.6,84523326.73,157943.79,2.737083333
Cotton(lint),2013,Rabi,Karnataka,74978,138277,1235.6,10833571.22,20244.06,1.931818182
Cotton(lint),2013,Summer,Karnataka,2022,7289,1235.6,292158.78,545.94,3.655714286
Cowpea(Lobia),2013,Kharif,Karnataka,63704,23789,1235.6,9204590.96,17200.08,0.383333333
Cowpea(Lobia),2013,Rabi,Karnataka,9301,3930,1235.6,1343901.49,2511.27,0.416818182
Cowpea(Lobia),2013,Summer,Karnataka,8000,3145,1235.6,1155920,2160,0.395238095
Dry chillies,2013,Kharif,Karnataka,75691,83944,1235.6,10936592.59,20436.57,1.309310345
Dry chillies,2013,Rabi,Karnataka,6672,12646,1235.6,964037.28,1801.44,1.907931034
Dry chillies,2013,Summer,Karnataka,6611,17564,1235.6,955223.39,1784.97,2.763076923
Garlic,2013,Whole Year,Karnataka,5191,5473,1235.6,750047.59,1401.57,1.218571429
Ginger,2013,Whole Year,Karnataka,18957,524048,1235.6,2739096.93,5118.39,27.30210526
Gram,2013,Rabi,Karnataka,945771,715973,1235.6,136654451.8,255358.17,0.697777778
Groundnut,2013,Kharif,Karnataka,472982,399318,1235.6,68341169.18,127705.14,0.8375
Groundnut,2013,Rabi,Karnataka,4041,7466,1235.6,583884.09,1091.07,1.855
Groundnut,2013,Summer,Karnataka,177896,158590,1235.6,25704193.04,48031.92,0.96375
Horse-gram,2013,Kharif,Karnataka,60159,30301,1235.6,8692373.91,16242.93,0.537777778
Horse-gram,2013,Rabi,Karnataka,102917,52585,1235.6,14870477.33,27787.59,0.492592593
Jowar,2013,Kharif,Karnataka,167856,238840,1235.6,24253513.44,45321.12,1.338636364
Jowar,2013,Rabi,Karnataka,966912,1070748,1235.6,139709114.9,261066.24,0.9615
Jowar,2013,Summer,Karnataka,4461,7260,1235.6,644569.89,1204.47,1.63
Linseed,2013,Rabi,Karnataka,5552,1654,1235.6,802208.48,1499.04,0.326
Maize,2013,Kharif,Karnataka,1246109,3950152,1235.6,180050289.4,336449.43,3.165
Maize,2013,Rabi,Karnataka,103879,318029,1235.6,15009476.71,28047.33,2.988888889
Maize,2013,Summer,Karnataka,27180,88183,1235.6,3927238.2,7338.6,3.111724138
Mesta,2013,Whole Year,Karnataka,349,466,1235.6,50427.01,94.23,1.33
Moong(Green Gram),2013,Kharif,Karnataka,313563,79305,1235.6,45306717.87,84662.01,0.249583333
Moong(Green Gram),2013,Rabi,Karnataka,6145,1551,1235.6,887891.05,1659.15,0.240666667
Niger seed,2013,Kharif,Karnataka,14277,3125,1235.6,2062883.73,3854.79,0.2196
Onion,2013,Kharif,Karnataka,112723,745697,1235.6,16287346.27,30435.21,6.9688
Onion,2013,Rabi,Karnataka,19940,140107,1235.6,2881130.6,5383.8,7.312608696
Onion,2013,Summer,Karnataka,5914,46434,1235.6,854513.86,1596.78,8.033333333
Other  Rabi pulses,2013,Rabi,Karnataka,8711,6130,1235.6,1258652.39,2351.97,0.707368421
Other Kharif pulses,2013,Kharif,Karnataka,60593,42437,1235.6,8755082.57,16360.11,0.6784
Potato,2013,Kharif,Karnataka,29813,196133,1235.6,4307680.37,8049.51,7.544117647
Potato,2013,Rabi,Karnataka,7354,111892,1235.6,1062579.46,1985.58,15.11727273
Potato,2013,Summer,Karnataka,582,8176,1235.6,84093.18,157.14,14.03416667
Ragi,2013,Kharif,Karnataka,639203,1207396,1235.6,92358441.47,172584.81,1.7395
Ragi,2013,Rabi,Karnataka,24916,36353,1235.6,3600112.84,6727.32,1.498
Ragi,2013,Summer,Karnataka,7312,14363,1235.6,1056510.88,1974.24,1.977857143
Rapeseed &Mustard,2013,Kharif,Karnataka,2700,769,1235.6,390123,729,0.270555556
Rice,2013,Kharif,Karnataka,1035111,3057894,1235.6,149563188.4,279479.97,2.792666667
Rice,2013,Rabi,Karnataka,40896,102639,1235.6,5909063.04,11041.92,2.545833333
Rice,2013,Summer,Karnataka,264028,892066,1235.6,38149405.72,71287.56,3.022962963
Safflower,2013,Rabi,Karnataka,43135,34167,1235.6,6232576.15,11646.45,0.773333333
Sannhamp,2013,Whole Year,Karnataka,341,85,1235.6,49271.09,92.07,0.2575
Sesamum,2013,Kharif,Karnataka,40986,23494,1235.6,5922067.14,11066.22,0.506923077
Small millets,2013,Kharif,Karnataka,23705,12684,1235.6,3425135.45,6400.35,0.525714286
Soyabean,2013,Kharif,Karnataka,218908,270157,1235.6,31630016.92,59105.16,1.18
Sugarcane,2013,Whole Year,Karnataka,420022,38042382,1235.6,60688978.78,113405.94,87.8824
Sunflower,2013,Kharif,Karnataka,186601,108957,1235.6,26961978.49,50382.27,0.562083333
Sunflower,2013,Rabi,Karnataka,211484,125464,1235.6,30557323.16,57100.68,0.706
Sunflower,2013,Summer,Karnataka,18620,18523,1235.6,2690403.8,5027.4,1.0455
Sweet potato,2013,Whole Year,Karnataka,3125,45861,1235.6,451531.25,843.75,13.866
Tapioca,2013,Whole Year,Karnataka,772,6751,1235.6,111546.28,208.44,8.904444444
Tobacco,2013,Whole Year,Karnataka,108796,89519,1235.6,15719934.04,29374.92,0.886153846
Turmeric,2013,Whole Year,Karnataka,13356,63617,1235.6,1929808.44,3606.12,4.687
Urad,2013,Kharif,Karnataka,95294,45839,1235.6,13769030.06,25729.38,0.403684211
Urad,2013,Rabi,Karnataka,6843,3911,1235.6,988745.07,1847.61,0.566923077
Wheat,2013,Rabi,Karnataka,209079,210041,1235.6,30209824.71,56451.33,1.068571429
Arecanut,2013,Whole Year,Kerala,100008,100018,3255.4,14450155.92,27002.16,0.805
Arhar/Tur,2013,Whole Year,Kerala,888,1429,3255.4,128307.12,239.76,1.512
Banana,2013,Whole Year,Kerala,62261,531299,3255.4,8996091.89,16810.47,8.377857143
Black pepper,2013,Whole Year,Kerala,84065,29408,3255.4,12146551.85,22697.55,0.352142857
Cardamom,2013,Whole Year,Kerala,39730,14000,3255.4,5740587.7,10727.1,0.114285714
Cashewnut,2013,Whole Year,Kerala,49105,33375,3255.4,7095181.45,13258.35,0.391428571
Coconut,2013,Whole Year,Kerala,808647,5921000000,3255.4,116841405,218334.69,6785.354286
Cowpea(Lobia),2013,Whole Year,Kerala,775,0,3255.4,111979.75,209.25,0
Garlic,2013,Whole Year,Kerala,146,1314,3255.4,21095.54,39.42,9
Ginger,2013,Whole Year,Kerala,4538,21521,3255.4,655695.62,1225.26,3.392857143
Groundnut,2013,Whole Year,Kerala,710,868,3255.4,102587.9,191.7,1.22
Horse-gram,2013,Whole Year,Kerala,69,0,3255.4,9969.81,18.63,0
Jowar,2013,Whole Year,Kerala,150,119,3255.4,21673.5,40.5,0.846666667
Maize,2013,Whole Year,Kerala,51,71,3255.4,7368.99,13.77,1.445
Moong(Green Gram),2013,Whole Year,Kerala,121,0,3255.4,17483.29,32.67,0
Onion,2013,Whole Year,Kerala,103,0,3255.4,14882.47,27.81,0
Potato,2013,Whole Year,Kerala,759,14846,3255.4,109667.91,204.93,19.56
Ragi,2013,Whole Year,Kerala,82,85,3255.4,11848.18,22.14,1.04
Rice,2013,Autumn,Kerala,51922,141234,3255.4,7502209.78,14018.94,2.416923077
Rice,2013,Summer,Kerala,46865,137477,3255.4,6771523.85,12653.55,2.673571429
Rice,2013,Winter,Kerala,100824,285614,3255.4,14568059.76,27222.48,2.506428571
Sesamum,2013,Whole Year,Kerala,265,88,3255.4,38289.85,71.55,0.255714286
Small millets,2013,Whole Year,Kerala,40,35,3255.4,5779.6,10.8,0.88
Soyabean,2013,Whole Year,Kerala,6,9,3255.4,866.94,1.62,1.5
Sugarcane,2013,Whole Year,Kerala,2210.29,221520,3255.4,319364.8021,596.7783,59.56181818
Sweet potato,2013,Whole Year,Kerala,330,5451,3255.4,47681.7,89.1,14.14285714
Tapioca,2013,Whole Year,Kerala,67589,2473070,3255.4,9765934.61,18249.03,36.01214286
Tobacco,2013,Whole Year,Kerala,9,17,3255.4,1300.41,2.43,1.89
Turmeric,2013,Whole Year,Kerala,2430,6253,3255.4,351110.7,656.1,2.362857143
Urad,2013,Whole Year,Kerala,374,0,3255.4,54039.26,100.98,0
Arecanut,2013,Whole Year,Meghalaya,16678,25114,2448.4,2409804.22,4503.06,1.331818182
Arhar/Tur,2013,Kharif,Meghalaya,1141,1425,2448.4,164863.09,308.07,1.08
Banana,2013,Kharif,Meghalaya,7039,86432,2448.4,1017065.11,1900.53,10.12363636
Black pepper,2013,Whole Year,Meghalaya,967,681,2448.4,139721.83,261.09,0.681818182
Cashewnut,2013,Whole Year,Meghalaya,9402,17939,2448.4,1358494.98,2538.54,1.672
Castor seed,2013,Kharif,Meghalaya,63,50,2448.4,9102.87,17.01,0.9
Cotton(lint),2013,Kharif,Meghalaya,7275,8602,2448.4,1051164.75,1964.25,1.126
Cowpea(Lobia),2013,Rabi,Meghalaya,1608,2296,2448.4,232339.92,434.16,1.472727273
Dry chillies,2013,Whole Year,Meghalaya,2193,1860,2448.4,316866.57,592.11,1.020909091
Ginger,2013,Kharif,Meghalaya,9752,63251,2448.4,1409066.48,2633.04,9.559090909
Gram,2013,Rabi,Meghalaya,1805,1823,2448.4,260804.45,487.35,1.014
Jute,2013,Kharif,Meghalaya,6500,65542,2448.4,939185,1755,9.706
Linseed,2013,Rabi,Meghalaya,89,48,2448.4,12859.61,24.03,0.54
Maize,2013,Whole Year,Meghalaya,18025,39655,2448.4,2604432.25,4866.75,2.16
Masoor,2013,Rabi,Meghalaya,1227,1283,2448.4,177289.23,331.29,1.37
Mesta,2013,Kharif,Meghalaya,4475,26228,2448.4,646592.75,1208.25,6.042
Peas & beans (Pulses),2013,Rabi,Meghalaya,2207,4154,2448.4,318889.43,595.89,1.666363636
Potato,2013,Whole Year,Meghalaya,18449,181813,2448.4,2665696.01,4981.23,7.969090909
Rapeseed &Mustard,2013,Rabi,Meghalaya,9760,9270,2448.4,1410222.4,2635.2,0.902727273
Rice,2013,Autumn,Meghalaya,22569,48727,2448.4,3260994.81,6093.63,2.448571429
Rice,2013,Rabi,Meghalaya,13444,58685,2448.4,1942523.56,3629.88,2.396363636
Rice,2013,Winter,Meghalaya,46424,111289,2448.4,6707803.76,12534.48,2.238571429
Sesamum,2013,Kharif,Meghalaya,2208,1998,2448.4,319033.92,596.16,0.978
Small millets,2013,Rabi,Meghalaya,2854,2538,2448.4,412374.46,770.58,1.033
Soyabean,2013,Kharif,Meghalaya,1649,3107,2448.4,238264.01,445.23,2.158181818
Sugarcane,2013,Whole Year,Meghalaya,105,315,2448.4,15171.45,28.35,2.675
Sweet potato,2013,Kharif,Meghalaya,4480,15644,2448.4,647315.2,1209.6,3.626363636
Tapioca,2013,Kharif,Meghalaya,5298,31947,2448.4,765508.02,1430.46,6.927272727
Tobacco,2013,Rabi,Meghalaya,780,730,2448.4,112702.2,210.6,0.996666667
Turmeric,2013,Whole Year,Meghalaya,2465,15126,2448.4,356167.85,665.55,5.89
